date,open,high,low,close,volume,ticker,ma5,ma20,ma60,macd,macd_signal,macd_hist,rsi14,bb_width,bb_pct,atr14,ret_lag1,ret_lag2,ret_lag3,ret_lag5,ret_lag10,ret_lag20,vol_ratio,pct_from_52w_high,stock_id,static_cap,sbv_rate,cal_day_of_week,cal_month,cal_day_of_month,cal_is_month_end,cal_is_qtr_end,cal_is_tet,cal_is_tet_pre,cal_rate_month,VNINDEX_close,usd_vnd,gold_vnd_per_gram,cross_HDB_lag1,cross_HDB_lag2,cross_TCB_lag1,cross_TCB_lag2,cross_TPB_lag1,cross_TPB_lag2,split
2/20/2024,14051,14262,13870,14232,12000319,HDB,14165.226,13284.7991,12155.1188,528.1872,462.9458,65.2414,85.5072,0.19,0.8751,262.7497,0.0106,0.0128,-0.0021,0.0258,0.077,0.1167,0.8941,-0.0021,0,1,4,1,2,20,0,0,0,0,0,1230,24530,1599003,14080.8018,14050.6494,17804.3184,17621.2422,13387.8232,13459.0352,train
2/21/2024,14201,14322,13990,14171,9682862,HDB,14159.1955,13364.7008,12203.3614,523.5493,475.0665,48.4828,85.5072,0.1908,0.8164,275.6718,-0.0042,0.0064,0.0085,-0.0021,0.0751,0.1196,0.7252,-0.0063,0,1,4,2,2,21,0,0,0,0,0,1230,24525,1594576,14231.5596,14080.8018,17804.3184,17804.3184,13352.2168,13387.8232,train
2/22/2024,14171,14171,13809,13809,15642792,HDB,14068.7408,13428.0192,12246.5787,485.0862,477.0704,8.0158,71.0526,0.1829,0.6553,288.5939,-0.0259,-0.0301,-0.0195,-0.0322,0.0492,0.0962,1.1427,-0.0317,0,1,4,3,2,22,0,0,0,0,0,1230,24525,1592526,14171.2559,14231.5596,17850.0879,17804.3184,13886.3057,13352.2168,train
2/23/2024,13809,13900,13568,13568,13058745,HDB,13972.2559,13474.7542,12291.3036,430.1812,467.6926,-37.5113,63.4146,0.1737,0.5399,305.8233,-0.0176,-0.0435,-0.0477,-0.0349,0.0067,0.0714,0.9479,-0.0486,0,1,4,4,2,23,0,0,0,0,0,1210,24590,1611689,13809.4375,14171.2559,18445.0918,17850.0879,13921.9111,13886.3057,train
2/26/2024,13568,13809,13538,13689,9489417,HDB,13893.8617,13519.9817,12335.5259,391.8832,452.5307,-60.6475,61.039,0.1667,0.5749,301.516,0.0088,-0.0088,-0.0346,-0.0282,0.0022,0.0684,0.7235,-0.0402,0,1,4,0,2,26,0,0,0,0,0,1220,24630,1606313,13568.2246,13809.4375,18353.5527,18445.0918,13601.459,13921.9111,train
2/27/2024,13689,13870,13598,13689,12223956,HDB,13785.316,13571.2395,12381.7584,357.4117,433.5069,-76.0952,61.8421,0.1553,0.5558,299.3623,0,0.0088,-0.0088,-0.0389,-0.0131,0.0778,0.9322,-0.0402,0,1,4,1,2,27,0,0,0,0,0,1240,24660,1612630,13688.8311,13568.2246,18857.0156,18353.5527,13637.0645,13601.459,train
2/28/2024,13689,13990,13689,13990,12219911,HDB,13749.1342,13633.0502,12433.5187,350.3836,416.8822,-66.4987,66.2791,0.1461,0.6794,312.2844,0.0218,0.0218,0.0306,-0.0128,-0.015,0.0925,0.9274,-0.019,0,1,4,2,2,28,0,0,0,0,0,1250,24625,1609550,13688.8311,13688.8311,19200.2871,18857.0156,13637.0645,13637.0645,train
2/29/2024,13990,14111,13960,14051,10464426,HDB,13797.3766,13700.8914,12486.284,345.6947,402.6447,-56.95,62.3377,0.1324,0.6928,299.3623,0.0043,0.0261,0.0261,0.0173,-0.0149,0.1016,0.8119,-0.0148,0,1,4,3,2,29,1,0,0,0,0,1250,24620,1619275,13990.3467,13688.8311,19314.7109,19200.2871,14242.3643,13637.0645,train
3/1/2024,14051,14081,13840,14051,9501868,HDB,13893.8615,13761.1945,12539.5518,338.0816,389.7321,-51.6505,59.1549,0.1197,0.6757,295.0548,0,0.0043,0.0261,0.0349,0,0.0897,0.7795,-0.0148,0,1,4,4,3,1,0,0,0,0,1,1260,24640,1653229,14050.6494,13990.3467,19314.7109,19314.7109,14135.5469,14242.3643,train
3/4/2024,14051,14081,13930,14051,10299461,HDB,13966.2252,13818.4826,12590.8096,328.2641,377.4385,-49.1744,54.6875,0.1052,0.6597,286.4402,0,0,0.0043,0.0261,-0.0021,0.0851,0.8411,-0.0148,0,1,4,0,3,4,0,0,0,0,1,1260,24640,1677629,14050.6494,14050.6494,19154.5176,19314.7109,14135.5469,14135.5469,train
3/5/2024,14051,14171,13870,14171,13346346,HDB,14062.7102,13868.2327,12641.0622,326.4524,367.2413,-40.7889,49.1228,0.0975,0.7241,282.1328,0.0085,0.0085,0.0085,0.0346,-0.0042,0.0728,1.0982,-0.0063,0,1,4,1,3,5,0,0,0,0,1,1270,24676,1692615,14050.6494,14050.6494,19154.5176,19154.5176,13957.5176,14135.5469,train
3/6/2024,14081,14171,13840,14141,7053839,HDB,14092.8617,13917.9829,12691.3149,318.9075,357.5745,-38.667,46.4286,0.0853,0.6878,282.1327,-0.0021,0.0064,0.0064,0.0107,-0.0021,0.073,0.5973,-0.0085,0,1,4,2,3,6,0,0,0,0,1,1260,24690,1706911,14171.2559,14050.6494,19314.7109,19154.5176,13815.0938,13957.5176,train
3/7/2024,13930,14111,13930,13960,10174024,HDB,14074.7707,13958.6875,12737.0448,294.9305,345.0457,-50.1153,47.2727,0.0673,0.5016,277.8254,-0.0129,-0.015,-0.0065,-0.0065,0.0109,0.0601,0.86,-0.0211,0,1,4,3,3,7,0,0,0,0,1,1270,24665,1711289,14141.1045,14171.2559,19566.4434,19314.7109,13672.6709,13815.0938,train
3/8/2024,13960,13960,13719,13870,10942827,HDB,14038.5891,13978.2861,12780.2621,265.5683,329.1502,-63.5819,43.8597,0.0593,0.3691,277.8254,-0.0065,-0.0194,-0.0215,-0.013,0.022,0.0287,0.9391,-0.0275,0,1,4,4,3,8,0,0,0,0,1,1250,24680,1728675,13960.1943,14141.1045,19497.7871,19566.4434,13708.2754,13672.6709,train
3/11/2024,13870,13960,13719,13930,14103476,HDB,14014.4678,13991.8542,12823.982,244.3478,312.1898,-67.842,40.7407,0.0554,0.4203,267.0569,0.0043,-0.0022,-0.015,-0.0086,0.0175,0.0197,1.2277,-0.0233,0,1,4,0,3,11,0,0,0,0,1,1240,24640,1728963,13869.7412,13960.1943,18765.4785,19497.7871,13245.3984,13708.2754,train
3/12/2024,13900,13900,13538,13840,11542928,HDB,13948.1344,13990.3466,12866.1942,217.7217,293.2961,-75.5744,40,0.0557,0.3066,271.3642,-0.0065,-0.0022,-0.0087,-0.0237,0.011,-0.0022,1.007,-0.0296,0,1,4,1,3,12,0,0,0,0,1,1250,24635,1711108,13930.043,13869.7412,18490.8594,18765.4785,13174.1875,13245.3984,train
3/13/2024,13840,13990,13629,13930,13584456,HDB,13905.9221,13976.7784,12909.4115,201.5954,274.956,-73.3606,54.3478,0.054,0.4381,271.3642,0.0065,0,0.0043,-0.015,-0.0043,-0.0193,1.1633,-0.0233,0,1,4,2,3,13,0,0,0,0,1,1270,24645,1723688,13839.5889,13930.043,18857.0156,18490.8594,13174.1875,13174.1875,train
3/14/2024,13960,13960,13719,13840,12788762,HDB,13881.801,13955.6723,12950.6187,179.4477,255.8543,-76.4066,60.9757,0.0512,0.3375,264.9032,-0.0065,0,-0.0065,-0.0087,-0.0151,-0.03,1.0855,-0.0296,0,1,4,3,3,14,0,0,0,0,1,1260,24675,1715949,13930.043,13839.5889,19223.1719,18857.0156,13530.2461,13174.1875,train
3/15/2024,13749,13930,13659,13870,9665745,HDB,13881.801,13946.6269,12991.8259,162.4558,237.1746,-74.7188,57.8948,0.0511,0.3921,264.9031,0.0022,-0.0043,0.0022,0,-0.013,-0.013,0.8199,-0.0275,0,1,4,4,3,15,0,0,0,0,1,1260,24690,1712468,13839.5889,13930.043,18948.5566,19223.1719,13352.2168,13530.2461,train
3/18/2024,13870,13900,13448,13448,15088447,HDB,13785.316,13914.9677,13024.9927,113.6182,212.4633,-98.8452,42.3077,0.0595,-0.0646,277.8252,-0.0309,-0.0287,-0.0352,-0.0352,-0.0439,-0.046,1.2958,-0.0571,0,1,4,0,3,18,0,0,0,0,1,1240,24720,1717251,13869.7412,13839.5889,18948.5566,18948.5566,13387.8232,13352.2168,train
3/19/2024,13448,13478,12995,13478,13971970,HDB,13712.9521,13877.2782,13064.6923,76.4655,185.2638,-108.7983,30.2325,0.0619,0.0349,290.7473,0.0022,-0.0287,-0.0265,-0.0265,-0.0502,-0.0544,1.1899,-0.055,0,1,4,1,3,19,0,0,0,0,1,1240,24715,1713407,13447.6182,13869.7412,18353.5527,18948.5566,13031.7637,13387.8232,train
3/20/2024,13508,13749,13146,13629,10580058,HDB,13652.649,13850.1417,13101.3768,58.5121,159.9134,-101.4013,34.7826,0.0606,0.236,323.0526,0.0111,0.0134,-0.0175,-0.0219,-0.0369,-0.0391,0.8976,-0.0444,0,1,4,2,3,20,0,0,0,0,1,1260,24740,1716413,13477.7695,13447.6182,18445.0918,18353.5527,12960.5518,13031.7637,train
3/21/2024,13659,14412,13598,14412,23856216,HDB,13767.2252,13880.2934,13152.6345,106.3159,149.1939,-42.878,58.3334,0.0704,1.0448,363.9727,0.0559,0.0671,0.0693,0.0406,0.0319,0.0427,1.9558,0,0,1,4,3,3,21,0,0,0,0,1,1280,24775,1738356,13628.5273,13477.7695,19360.4805,18445.0918,13245.3984,12960.5518,train
3/22/2024,14412,14443,14262,14352,10389569,HDB,13863.7102,13919.4904,13203.3897,137.747,146.9045,-9.1575,56.7568,0.0731,0.9255,366.1264,-0.0042,0.0517,0.0629,0.0342,0.0342,0.0562,0.8612,-0.0042,0,1,4,4,3,22,0,0,0,0,1,1280,24785,1719694,14412.4697,13628.5273,20642.0254,19360.4805,13352.2168,13245.3984,train
3/25/2024,14352,14352,14081,14201,20543051,HDB,14014.4682,13945.1193,13249.6222,148.7764,147.2789,1.4975,50.6667,0.0733,0.7507,363.9728,-0.0106,-0.0148,0.0412,0.0545,0.0193,0.0368,1.6282,-0.0146,0,1,4,0,3,25,0,0,0,0,1,1270,24768,1731813,14352.166,14412.4697,20550.4863,20642.0254,13352.2168,13352.2168,train
3/26/2024,14171,14593,14111,14593,19688498,HDB,14237.59,13990.3467,13300.3774,186.9906,155.2213,31.7693,58.6207,0.0818,1.027,374.7413,0.0272,0.0167,0.0125,0.0795,0.053,0.064,1.5156,0,0,1,4,1,3,26,0,0,0,0,1,1280,24740,1730492,14201.4082,14352.166,20504.7168,20550.4863,13530.2461,13352.2168,train
3/27/2024,14654,14774,14443,14563,9468718,HDB,14424.5301,14018.9907,13350.1276,212.3943,166.6559,45.7384,62.1952,0.0894,0.9341,383.3559,-0.0021,0.0252,0.0146,0.0663,0.0445,0.0401,0.7367,-0.0021,0,1,4,2,3,27,0,0,0,0,1,1280,24770,1744536,14593.3789,14201.4082,21031.0664,20504.7168,13637.0645,13530.2461,train
3/28/2024,14473,14624,14473,14624,8410137,HDB,14466.7424,14047.6348,13399.8777,234.6875,180.2622,54.4253,65.4321,0.0972,0.9217,376.8949,0.0041,0.0021,0.0293,0.0145,0.0551,0.04,0.6596,0,0,1,4,3,3,28,0,0,0,0,1,1290,24785,1766948,14563.2275,14593.3789,20847.9883,21031.0664,13672.6709,13637.0645,train
3/29/2024,14654,14654,14352,14533,12456620,HDB,14502.9244,14071.7562,13447.6178,242.2635,192.6625,49.601,62.1951,0.1018,0.8219,381.2024,-0.0062,-0.0021,-0.0041,0.0125,0.0467,0.0338,0.9658,-0.0062,0,1,4,4,3,29,0,0,0,0,1,1280,24790,1766948,14623.5312,14563.2275,21969.3398,20847.9883,13601.459,13672.6709,train
4/1/2024,14533,14563,14262,14473,10873883,HDB,14557.1973,14092.8623,13484.8048,240.6277,202.2555,38.3722,62.963,0.1048,0.7573,374.7414,-0.0042,-0.0104,-0.0062,0.0189,0.0735,0.0296,0.8412,-0.0103,0,1,4,0,4,1,0,0,0,0,0,1280,24810,1783965,14533.0762,14623.5312,21763.375,21969.3398,13601.459,13601.459,train
4/2/2024,14292,14443,14171,14412,8987672,HDB,14521.0154,14104.923,13525.0069,231.7934,208.1631,23.6303,60,0.1066,0.7046,370.434,-0.0042,-0.0083,-0.0145,-0.0125,0.0671,0.0169,0.7072,-0.0144,0,1,4,1,4,2,0,0,0,0,0,1290,24795,1802418,14472.7725,14533.0762,21717.6074,21763.375,13352.2168,13601.459,train
4/3/2024,14382,14412,14081,14111,13418713,HDB,14430.5605,14103.4154,13559.1787,198.1778,206.166,-7.9882,55.1724,0.1066,0.505,376.8952,-0.0211,-0.0253,-0.0295,-0.0315,0.0348,-0.0021,1.0301,-0.0351,0,1,4,2,4,3,0,0,0,0,0,1270,24900,1836789,14412.4697,14472.7725,21809.1465,21717.6074,13423.4287,13352.2168,train
4/4/2024,14111,14352,14081,14081,9505758,HDB,14322.0146,14109.4458,13588.8278,167.1771,198.3682,-31.1911,54.023,0.1061,0.4809,376.8952,-0.0021,-0.0233,-0.0275,-0.0378,-0.0233,0.0086,0.7316,-0.0371,0,1,4,3,4,4,0,0,0,0,0,1270,25000,1839664,14110.9531,14412.4697,21420.1055,21809.1465,13174.1875,13423.4287,train
4/5/2024,14051,14292,13990,14081,10166243,HDB,14231.5598,14119.9988,13617.4719,140.9837,186.8913,-45.9076,64.3836,0.1048,0.4735,366.1269,0,-0.0021,-0.0233,-0.0316,-0.0191,0.0151,0.7848,-0.0371,0,1,4,4,4,5,0,0,0,0,0,1260,24935,1864463,14080.8018,14110.9531,21053.9492,21420.1055,13102.9756,13174.1875,train
4/8/2024,14081,14473,14051,14412,28429033,HDB,14219.4992,14144.1202,13651.1412,145.313,178.5757,-33.2627,68.6747,0.1054,0.68,361.8196,0.0233,0.0233,0.0211,-0.0042,0.0148,0.034,2.0795,-0.0144,0,1,4,0,4,8,0,0,0,0,0,1250,24950,1870398,14080.8018,14080.8018,20687.7949,21053.9492,12960.5518,13102.9756,train
4/9/2024,14412,14503,14292,14443,15628786,HDB,14225.5295,14174.2718,13685.313,149.4541,172.7513,-23.2972,67.0886,0.1048,0.6807,333.8216,0.0021,0.0254,0.0254,0.0021,-0.0104,0.0427,1.1264,-0.0124,0,1,4,1,4,9,0,0,0,0,0,1260,24960,1880617,14412.4697,14080.8018,20825.1035,20687.7949,12996.1582,12960.5518,train
4/10/2024,14473,14503,14232,14443,16754443,HDB,14291.8631,14199.9007,13717.9772,150.9954,168.4002,-17.4048,50.9434,0.1046,0.6635,295.0553,0,0.0021,0.0254,0.0232,-0.0083,0.0361,1.1939,-0.0124,0,1,4,2,4,10,0,0,0,0,0,1260,24945,1868339,14442.6211,14412.4697,20962.4121,20825.1035,13245.3984,12996.1582,train
4/11/2024,14292,14473,14171,14473,8917328,HDB,14370.2572,14231.5599,13750.139,152.8875,165.2976,-12.4102,53.8462,0.1028,0.6649,303.67,0.0021,0.0021,0.0042,0.0275,-0.0104,0.0447,0.6443,-0.0103,0,1,4,3,4,11,0,0,0,0,0,1260,24935,1887792,14442.6211,14442.6211,20893.7578,20962.4121,13067.3701,13245.3984,train
4/12/2024,14473,14714,14262,14654,13262151,HDB,14484.8334,14270.7569,13784.3108,167.0591,165.6499,1.4092,64.1509,0.1029,0.7609,316.5922,0.0124,0.0145,0.0145,0.0399,0.0083,0.055,0.946,0,0,1,4,4,4,12,0,0,0,0,0,1280,24980,1892323,14472.7725,14442.6211,20642.0254,20893.7578,13067.3701,13067.3701,train
4/15/2024,14624,14684,14051,14171,22807314,HDB,14436.5906,14306.9388,13809.4371,137.7743,160.0748,-22.3005,37.5,0.0876,0.3917,327.3606,-0.0335,-0.0211,-0.019,-0.0169,-0.0211,0.0524,1.5832,-0.0329,0,1,4,0,4,15,0,0,0,0,0,1220,25000,1901555,14653.6826,14472.7725,21694.7227,20642.0254,13316.6104,13067.3701,train
4/16/2024,14171,14262,13870,14171,25299899,HDB,14382.3176,14341.6131,13834.5635,113.2602,150.7119,-37.4516,38.1818,0.0693,0.3285,331.668,0,-0.0335,-0.0211,-0.019,-0.0169,0.0502,1.6898,-0.0329,0,1,4,1,4,16,0,0,0,0,0,1220,25180,1935485,14171.2559,14653.6826,20321.6406,21694.7227,12462.0693,13316.6104,train
4/17/2024,14201,14201,13508,13870,25340751,HDB,14267.7416,14353.6738,13856.1721,68.7109,134.3117,-65.6008,30.1587,0.0601,-0.0613,370.4343,-0.0215,-0.0215,-0.055,-0.0405,-0.0172,0.0175,1.613,-0.0535,0,1,4,2,4,17,0,0,0,0,0,1190,25280,1927647,14171.2559,14171.2559,20825.1035,20321.6406,12533.2812,12462.0693,train
4/19/2024,13689,13719,13206,13417,28093188,HDB,14056.6803,14303.9236,13870.7454,-3.0544,106.8385,-109.8929,25.3333,0.0838,-0.2395,396.2786,-0.0332,-0.0547,-0.0547,-0.0757,-0.0483,-0.0715,1.7644,-0.0844,0,1,4,4,4,19,0,0,0,0,0,1170,25400,1958601,13869.7412,14171.2559,20527.6016,20825.1035,12106.0098,12533.2812,train
4/22/2024,13448,13659,13387,13508,16608931,HDB,13827.5279,14261.7114,13885.3187,-52.0302,75.0647,-127.0949,28.9474,0.0976,-0.0414,394.1249,0.0067,-0.0264,-0.0479,-0.0814,-0.0415,-0.0606,1.0232,-0.0782,0,1,4,0,4,22,0,0,0,0,0,1190,25440,1907540,13417.4658,13869.7412,20367.4082,20527.6016,11821.1631,12106.0098,train
4/23/2024,13387,13538,13025,13387,13595973,HDB,13670.7396,14221.0067,13895.3692,-99.4296,40.1659,-139.5955,28.2051,0.1123,-0.0219,409.2007,-0.009,-0.0022,-0.0354,-0.0569,-0.0738,-0.059,0.8559,-0.0864,0,1,4,1,4,23,0,0,0,0,0,1180,25455,1904982,13507.9209,13417.4658,20710.6797,20367.4082,12462.0693,11821.1631,train
4/24/2024,13448,13629,13387,13508,25336549,HDB,13538.0727,14166.7338,13909.44,-125.8118,6.9704,-132.7821,36.1111,0.1184,0.1072,402.7397,0.009,0,0.0067,-0.0479,-0.0669,-0.0773,1.5671,-0.0782,0,1,4,2,4,24,0,0,0,0,0,1210,25440,1901242,13387.3145,13507.9209,21145.4902,20710.6797,12284.04,12462.0693,train
4/25/2024,13508,13659,13417,13568,20912512,HDB,13477.7693,14116.9836,13923.0082,-140.2372,-22.4712,-117.7661,38.3562,0.1215,0.18,400.586,0.0045,0.0134,0.0045,-0.022,-0.0625,-0.0708,1.2492,-0.0741,0,1,4,3,4,25,0,0,0,0,0,1200,25405,1902955,13507.9209,13387.3145,21511.6445,21145.4902,12818.1279,12284.04,train
4/26/2024,13568,14232,13478,14232,21222834,HDB,13640.5881,14097.3851,13948.6371,-97.0255,-37.382,-59.6435,52.6316,0.1172,0.5812,432.8912,0.0477,0.0522,0.0612,0.0589,-0.0168,-0.0272,1.221,-0.0288,0,1,4,4,4,26,0,0,0,0,0,1210,25350,1902911,13568.2246,13507.9209,21122.6035,21511.6445,12782.5225,12818.1279,train
5/2/2024,14232,14262,14081,14262,9530191,HDB,13791.3461,14083.8168,13972.2558,-59.6592,-41.8375,-17.8218,47.0588,0.1142,0.6106,415.6617,0.0021,0.0498,0.0543,0.0543,-0.0271,-0.0188,0.553,-0.0267,0,1,4,3,5,2,0,0,0,0,0,1220,25330,1872417,14231.5596,13568.2246,21328.5684,21122.6035,12746.917,12782.5225,train
5/3/2024,14262,14744,14262,14744,18118834,HDB,14062.7105,14097.385,14002.91,8.7803,-31.7139,40.4943,55,0.1192,0.8847,435.0449,0.0333,0.0354,0.0831,0.0965,0.0396,0.0186,1.0297,0,0,1,4,4,5,3,0,0,0,0,0,1220,25390,1876689,14261.7109,14231.5596,21442.9902,21328.5684,12568.8867,12746.917,train
5/6/2024,14774,14774,14382,14654,19115475,HDB,14291.8629,14109.4457,14027.5338,55.0853,-14.3541,69.4394,53.3981,0.1228,0.8142,443.6596,-0.0062,0.0271,0.0292,0.0814,0.0335,0.0166,1.0559,-0.0061,0,1,4,0,5,6,0,0,0,0,0,1240,25400,1895884,14744.1367,14261.7109,22060.8789,21442.9902,12462.0693,12568.8867,train
5/7/2024,14714,14714,14382,14654,25749430,HDB,14508.9545,14136.5821,14052.6601,90.7364,6.664,84.0724,52.9412,0.1273,0.7874,445.8133,0,-0.0062,0.0271,0.077,0.055,0.0377,1.3755,-0.0061,0,1,4,1,5,7,0,0,0,0,0,1250,25370,1888425,14653.6826,14744.1367,22129.5312,22060.8789,12675.7051,12462.0693,train
5/8/2024,14624,14654,14382,14533,21795888,HDB,14569.2578,14159.1958,14075.7764,108.0131,26.9338,81.0792,48,0.1294,0.704,432.8911,-0.0083,-0.0083,-0.0144,0.021,0.0799,0.0316,1.1273,-0.0143,0,1,4,2,5,8,0,0,0,0,0,1250,25400,1889351,14653.6826,14653.6826,21923.5703,22129.5312,12640.0996,12675.7051,train
5/9/2024,14533,14593,14201,14292,12294300,HDB,14575.2883,14169.7489,14089.3446,101.076,41.7623,59.3137,52.1739,0.1295,0.5666,415.6616,-0.0167,-0.025,-0.025,0.0021,0.0564,0.0149,0.6324,-0.0307,0,1,4,3,5,9,0,0,0,0,0,1250,25425,1906334,14533.0762,14653.6826,22060.8789,21923.5703,12640.0996,12640.0996,train
5/10/2024,14322,14352,14111,14292,12875882,HDB,14484.8336,14163.7186,14099.8977,94.4891,52.3076,42.1814,52.1739,0.1288,0.5702,404.8932,0,-0.0167,-0.025,-0.0312,0.0654,-0.0084,0.6899,-0.0307,0,1,4,4,5,10,0,0,0,0,0,1240,25440,1936249,14291.8633,14533.0762,22175.3027,22060.8789,12924.9453,12640.0996,train
5/13/2024,14292,14322,14020,14020,10938158,HDB,14358.1967,14142.6125,14102.4103,66.6042,55.1669,11.4373,52.7472,0.1279,0.4325,376.8954,-0.0192,-0.0192,-0.0359,-0.0442,0.0372,-0.0297,0.5935,-0.0491,0,1,4,0,5,13,0,0,0,0,0,1240,25450,1911481,14291.8633,14291.8633,22198.1855,22175.3027,12889.3398,12924.9453,train
5/14/2024,14051,14292,14051,14051,16429492,HDB,14237.59,14123.0139,14099.8976,46.4033,53.4142,-7.0109,63.6364,0.1266,0.4595,348.8973,0.0021,-0.017,-0.017,-0.042,0.0349,-0.0275,0.8923,-0.047,0,1,4,1,5,14,0,0,0,0,0,1240,25453,1925863,14020.498,14291.8633,22152.418,22198.1855,12818.1279,12889.3398,train
5/15/2024,14081,14232,14051,14171,11685484,HDB,14165.226,14107.938,14098.3901,39.6686,50.6651,-10.9965,64.1026,0.1247,0.536,342.4363,0.0085,0.0107,-0.0085,-0.0252,-0.0042,-0.0211,0.6299,-0.0389,0,1,4,2,5,15,0,0,0,0,0,1250,25450,1954520,14050.6494,14020.498,21923.5703,22152.418,12818.1279,12818.1279,train
5/16/2024,14232,14624,14201,14593,17365283,HDB,14225.5291,14104.9229,14107.4355,67.6137,54.0548,13.5589,72.7273,0.1236,0.7801,338.1289,0.0294,0.0379,0.04,0.0209,0.023,-0.0041,0.9259,-0.0102,0,1,4,3,5,16,0,0,0,0,0,1270,25445,1947019,14171.2559,14050.6494,22015.1094,21923.5703,12782.5225,12818.1279,train
5/17/2024,14624,14804,14503,14654,26911349,HDB,14297.893,14129.0442,14116.9836,93.548,61.9535,31.5946,72.093,0.1282,0.7897,342.4363,0.0041,0.0335,0.042,0.025,-0.0062,0.0335,1.4193,-0.0061,0,1,4,4,5,17,0,0,0,0,0,1270,25431,1972275,14593.3789,14171.2559,22838.959,22015.1094,13067.3701,12782.5225,train
5/20/2024,14684,15136,14684,14985,42166005,HDB,14490.8633,14169.7489,14129.5467,139.2586,77.4145,61.8442,74.7368,0.1388,0.9147,359.6657,0.0224,0.0265,0.0559,0.0666,0.0224,0.0559,2.1291,0,0,1,4,0,5,20,0,0,0,0,0,1280,25448,1991348,14653.6826,14593.3789,22770.3066,22838.959,13102.9756,13067.3701,train
5/21/2024,14985,15016,14714,14895,12504242,HDB,14659.7123,14221.0065,14141.6074,166.269,95.1854,71.0836,64.4737,0.144,0.8292,327.3604,-0.0061,0.0163,0.0205,0.0583,0.0163,0.0713,0.6525,-0.006,0,1,4,1,5,21,0,0,0,0,0,1280,25452,1981678,14985.3496,14653.6826,22747.4199,22770.3066,13138.5811,13102.9756,train
5/22/2024,14925,14925,14684,14684,8891961,HDB,14762.2279,14284.325,14156.1806,168.6995,109.8882,58.8112,58.5366,0.1358,0.706,331.6677,-0.0143,-0.0203,0.0021,0.0355,0.0103,0.0902,0.4885,-0.0201,0,1,4,2,5,22,0,0,0,0,0,1270,25461,1955774,14894.8945,14985.3496,22990.9688,22747.4199,13067.3701,13138.5811,train
5/23/2024,14714,14895,14473,14895,12175712,HDB,14822.5311,14353.6736,14178.2918,185.5179,125.0141,60.5037,53.4247,0.1301,0.7899,327.3603,0.0143,0,-0.0061,0.0205,0.0413,0.0977,0.6772,-0.006,0,1,4,3,5,23,0,0,0,0,0,1280,25464,1911632,14683.834,14894.8945,22601.291,22990.9688,12924.9453,13067.3701,train
5/24/2024,14774,14925,14473,14593,11354618,HDB,14810.4703,14413.9769,14193.3676,172.528,134.5169,38.0111,48.75,0.1137,0.6095,331.6676,-0.0205,-0.0062,-0.0205,-0.0041,0.0209,0.0863,0.6354,-0.0262,0,1,4,4,5,24,0,0,0,0,0,1260,25469,1909960,14894.8945,14683.834,22650,22601.291,13031.7637,12924.9453,train
5/27/2024,14593,14654,14292,14352,25121938,HDB,14683.8336,14456.1891,14204.4232,141.1426,135.8421,5.3005,44.3182,0.097,0.4259,333.8213,-0.0167,-0.0371,-0.0228,-0.0432,0.0234,0.0606,1.4068,-0.0423,0,1,4,0,5,27,0,0,0,0,0,1270,25465,1909960,14593.3789,14894.8945,22601.291,22650,12640.0996,13031.7637,train
5/28/2024,14412,14563,14201,14563,12312353,HDB,14617.5002,14505.9393,14213.9712,131.7812,135.0299,-3.2487,50.5494,0.0778,0.5508,340.2824,0.0146,-0.0021,-0.0225,-0.0225,0.0358,0.0708,0.7065,-0.0282,0,1,4,1,5,28,0,0,0,0,0,1280,25445,1926731,14352.166,14593.3789,22650,22601.291,12604.4922,12640.0996,train
5/29/2024,14563,14563,14141,14141,35207099,HDB,14508.9543,14501.4165,14215.4788,89.2714,125.8782,-36.6068,47.4227,0.0792,0.1865,342.4361,-0.0294,-0.0148,-0.0315,-0.0377,-0.0021,-0.0064,1.9422,-0.0563,0,1,4,2,5,29,0,0,0,0,0,1270,25448,1914767,14563.2275,14352.166,22844.8398,22650,12711.3105,12604.4922,train
5/30/2024,14051,14081,13749,13930,13548973,HDB,14315.984,14484.8331,14213.4687,38.1118,108.3249,-70.2131,44.2308,0.0857,0.0533,353.2045,-0.015,-0.0445,-0.0299,-0.067,-0.0465,-0.0235,0.7392,-0.0704,0,1,4,3,5,30,0,0,0,0,0,1270,25450,1917045,14141.1045,14563.2275,22650,22844.8398,12604.4922,12711.3105,train
5/31/2024,13960,14051,13930,14020,6764837,HDB,14201.4078,14448.6512,14212.9662,4.811,87.6221,-82.8111,50,0.0888,0.1662,340.2823,0.0065,-0.0086,-0.038,-0.04,-0.0442,-0.0503,0.3809,-0.0644,0,1,4,4,5,31,1,0,0,0,0,1260,25450,1900680,13930.043,14141.1045,22796.1289,22650,12604.4922,12604.4922,train
6/3/2024,14081,14473,14051,14473,10401553,HDB,14225.5291,14439.6057,14217.9914,14.7447,73.0466,-58.302,56.25,0.0878,0.5261,353.2045,0.0317,0.0382,0.0232,0.0084,-0.0348,-0.0124,0.6004,-0.0342,0,1,4,0,6,3,0,0,0,0,1,1280,25440,1919318,14020.498,13930.043,22893.5488,22796.1289,12568.8867,12604.4922,train
